relative_path,class_name,game_speed,points
up/7.png,up,20,37
up/8.png,up,20,38
up/20.png,up,21,102
up/21.png,up,21,103
down/30.png,down,21,156
down/31.png,down,21,157
down/33.png,down,21,159
down/34.png,down,21,160
down/35.png,down,21,161
down/36.png,down,21,162
down/37.png,down,21,163
down/39.png,down,21,165
down/40.png,down,21,166
down/42.png,down,21,168
down/43.png,down,21,169
down/45.png,down,21,171
down/46.png,down,21,172
down/47.png,down,21,173
down/48.png,down,21,174
down/49.png,down,21,175
down/57.png,down,22,217
down/58.png,down,22,218
down/60.png,down,22,220
down/61.png,down,22,221
down/63.png,down,22,223
down/64.png,down,22,224
down/65.png,down,22,225
down/66.png,down,22,226
down/67.png,down,22,227
down/69.png,down,22,229
down/70.png,down,22,230
down/72.png,down,22,232
down/73.png,down,22,233
down/75.png,down,22,235
down/76.png,down,22,236
down/77.png,down,22,237
up/82.png,up,22,277
up/83.png,up,22,278
down/92.png,down,23,326
down/93.png,down,23,327
down/95.png,down,23,329
down/96.png,down,23,330
down/98.png,down,23,332
down/99.png,down,23,333
down/101.png,down,23,335
down/102.png,down,23,336
down/103.png,down,23,337
down/104.png,down,23,338
down/105.png,down,23,339
down/107.png,down,23,341
down/108.png,down,23,342
down/110.png,down,23,344
down/111.png,down,23,345
down/113.png,down,23,347
down/114.png,down,23,348
down/115.png,down,23,349
up/122.png,up,23,383
up/123.png,up,23,384
up/130.png,up,24,434
up/131.png,up,24,435
up/132.png,up,24,436
down/136.png,down,24,486
down/137.png,down,24,487
down/139.png,down,24,489
down/140.png,down,24,490
down/142.png,down,24,492
down/143.png,down,24,493
down/145.png,down,24,495
down/146.png,down,24,496
down/147.png,down,24,497
down/148.png,down,24,498
down/149.png,down,24,499
down/151.png,down,25,501
down/152.png,down,25,502
up/162.png,up,25,536
up/173.png,up,25,586
up/182.png,up,26,629
up/189.png,up,26,676
up/196.png,up,27,724
up/201.png,up,27,773
down/210.png,down,20,42
down/211.png,down,20,43
down/213.png,down,20,45
down/214.png,down,20,46
down/215.png,down,20,47
down/216.png,down,20,48
down/217.png,down,20,49
down/219.png,down,20,51
down/220.png,down,20,52
down/222.png,down,20,54
down/223.png,down,20,55
down/234.png,down,20,98
down/235.png,down,20,99
down/236.png,down,21,100
down/237.png,down,21,101
down/238.png,down,21,102
down/240.png,down,21,104
down/241.png,down,21,105
down/243.png,down,21,107
down/244.png,down,21,108
down/246.png,down,21,110
down/247.png,down,21,111
down/248.png,down,21,112
down/249.png,down,21,113
down/250.png,down,21,114
down/252.png,down,21,116
down/253.png,down,21,117
down/255.png,down,21,119
down/256.png,down,21,120
up/277.png,up,20,40
down/286.png,down,21,108
right/300.png,right,20,23
up/304.png,up,20,42
up/305.png,up,20,43
right/314.png,right,20,97
up/316.png,up,21,104
up/317.png,up,21,105
right/326.png,right,21,159
down/327.png,down,21,160
down/328.png,down,21,161
down/329.png,down,21,162
down/330.png,down,21,163
down/332.png,down,21,165
down/333.png,down,21,166
down/335.png,down,21,168
down/336.png,down,21,169
down/338.png,down,21,171
down/339.png,down,21,172
down/340.png,down,21,173
down/341.png,down,21,174
down/342.png,down,21,175
up/351.png,up,22,219
up/352.png,up,22,220
up/362.png,up,22,275
up/363.png,up,22,276
right/364.png,right,22,282
up/373.png,up,23,332
right/375.png,right,23,343
up/383.png,up,23,386
right/384.png,right,23,392
right/392.png,right,24,440
down/393.png,down,24,441
down/394.png,down,24,442
down/396.png,down,24,444
down/397.png,down,24,445
down/399.png,down,24,447
down/400.png,down,24,448
down/401.png,down,24,449
down/402.png,down,24,450
down/403.png,down,24,451
up/411.png,up,24,489
right/413.png,right,25,501
up/420.png,up,25,538
right/422.png,right,25,550
up/429.png,up,25,587
right/431.png,right,25,599
up/437.png,up,26,634
up/438.png,up,26,635
right/445.png,right,20,36
up/446.png,up,20,42
up/447.png,up,20,43
up/458.png,up,20,99
right/461.png,right,21,117
down/469.png,down,21,160
down/470.png,down,21,161
down/472.png,down,21,163
down/473.png,down,21,164
down/475.png,down,21,166
down/476.png,down,21,167
down/478.png,down,21,169
down/479.png,down,21,170
down/481.png,down,21,172
down/482.png,down,21,173
down/484.png,down,21,175
down/485.png,down,21,176
right/492.png,right,22,218
down/494.png,down,22,220
down/495.png,down,22,221
down/497.png,down,22,223
down/498.png,down,22,224
down/500.png,down,22,226
down/501.png,down,22,227
down/503.png,down,22,229
down/504.png,down,22,230
down/506.png,down,22,232
down/507.png,down,22,233
down/509.png,down,22,235
down/516.png,down,22,273
down/518.png,down,22,275
down/519.png,down,22,276
down/521.png,down,22,278
down/522.png,down,22,279
down/524.png,down,22,281
down/525.png,down,22,282
down/527.png,down,22,284
down/528.png,down,22,285
down/530.png,down,22,287
down/531.png,down,22,288
down/533.png,down,22,290
down/534.png,down,22,291
right/541.png,right,23,332
up/542.png,up,23,333
right/550.png,right,23,381
up/551.png,up,23,382
up/552.png,up,23,383
up/561.png,up,24,432
up/562.png,up,24,433
right/563.png,right,24,439
up/571.png,up,24,484
up/572.png,up,24,485
right/575.png,right,25,501
up/581.png,up,25,533
right/584.png,right,25,550
up/590.png,up,25,581
right/593.png,right,25,599
up/599.png,up,26,630
down/609.png,down,26,680
down/610.png,down,26,681
down/612.png,down,26,683
down/613.png,down,26,684
down/615.png,down,26,686
down/616.png,down,26,687
right/622.png,right,27,718
up/624.png,up,27,725
up/632.png,up,27,768
up/640.png,up,28,811
right/642.png,right,28,823
up/684.png,up,20,35
right/689.png,right,20,40
right/703.png,right,20,54
up/743.png,up,20,39
right/755.png,right,20,51
right/767.png,right,20,63
up/803.png,up,20,99
up/804.png,up,21,100
right/819.png,right,21,115
right/858.png,right,21,154
up/864.png,up,21,160
up/865.png,up,21,161
right/919.png,right,22,215
down/925.png,down,22,221
down/926.png,down,22,222
down/928.png,down,22,224
down/929.png,down,22,225
down/931.png,down,22,227
down/932.png,down,22,228
down/934.png,down,22,230
down/935.png,down,22,231
down/937.png,down,22,233
down/938.png,down,22,234
down/940.png,down,22,236
down/941.png,down,22,237
right/976.png,right,22,272
down/984.png,down,22,280
down/985.png,down,22,281
down/987.png,down,22,283
down/988.png,down,22,284
down/990.png,down,22,286
down/991.png,down,22,287
down/993.png,down,22,289
down/994.png,down,22,290
down/996.png,down,22,292
down/997.png,down,22,293
right/1038.png,right,23,334
down/1040.png,down,23,336
down/1041.png,down,23,337
down/1043.png,down,23,339
down/1044.png,down,23,340
down/1046.png,down,23,342
down/1047.png,down,23,343
down/1049.png,down,23,345
down/1050.png,down,23,346
up/1090.png,up,23,386
right/1105.png,right,24,401
up/1141.png,up,24,437
right/1155.png,right,24,451
up/1190.png,up,24,486
right/1202.png,right,24,498
up/1236.png,up,25,532
up/1237.png,up,25,533
right/1249.png,right,25,545
up/1285.png,up,25,581
right/1293.png,right,25,589
down/1334.png,down,26,630
down/1335.png,down,26,631
down/1337.png,down,26,633
down/1338.png,down,26,634
down/1340.png,down,26,636
down/1341.png,down,26,637
down/1343.png,down,26,639
down/1344.png,down,26,640
down/1346.png,down,26,642
down/1347.png,down,26,643
right/1351.png,right,26,647
up/1381.png,up,26,677
right/1392.png,right,26,688
up/1430.png,up,27,726
up/1431.png,up,27,727
right/1436.png,right,27,732
right/1469.png,right,27,765
up/1471.png,up,27,767
right/1490.png,right,27,786
up/1518.png,up,28,814
right/1530.png,right,28,826
up/1556.png,up,28,852
up/1557.png,up,28,853
right/1564.png,right,28,860
down/1570.png,down,28,866
down/1571.png,down,28,867
down/1573.png,down,28,869
up/1600.png,up,28,896
right/1606.png,right,29,902
down/1616.png,down,29,912
right/1641.png,right,29,937
up/1644.png,up,29,940
up/1650.png,up,29,946
up/1651.png,up,29,947
up/1687.png,up,20,35
up/1688.png,up,20,36
right/1694.png,right,20,42
right/1706.png,right,20,54
up/1751.png,up,20,99
right/1758.png,right,21,106
right/1804.png,right,21,152
down/1809.png,down,21,157
down/1810.png,down,21,158
down/1812.png,down,21,160
down/1813.png,down,21,161
down/1815.png,down,21,163
down/1816.png,down,21,164
down/1818.png,down,21,166
down/1819.png,down,21,167
down/1821.png,down,21,169
down/1822.png,down,21,170
down/1824.png,down,21,172
up/1866.png,up,22,214
right/1867.png,right,22,215
right/1886.png,right,22,234
up/1921.png,up,22,269
up/1922.png,up,22,270
right/1936.png,right,22,284
up/1976.png,up,23,324
up/1977.png,up,23,325
right/1982.png,right,23,330
right/1993.png,right,23,341
up/2032.png,up,23,380
up/2033.png,up,23,381
right/2037.png,right,23,385
right/2051.png,right,23,399
right/2086.png,right,24,434
down/2087.png,down,24,435
down/2089.png,down,24,437
down/2090.png,down,24,438
down/2092.png,down,24,440
down/2093.png,down,24,441
down/2095.png,down,24,443
down/2096.png,down,24,444
down/2098.png,down,24,446
down/2099.png,down,24,447
right/2131.png,right,24,479
up/2136.png,up,24,484
up/2137.png,up,24,485
up/2138.png,up,24,486
up/2139.png,up,24,487
up/2140.png,up,24,488
up/2141.png,up,24,489
up/2142.png,up,24,490
right/2183.png,right,25,531
up/2188.png,up,25,536
up/2189.png,up,25,537
up/2190.png,up,25,538
up/2191.png,up,25,539
up/2192.png,up,25,540
up/2236.png,up,25,584
up/2237.png,up,25,585
up/2238.png,up,25,586
up/2239.png,up,25,587
up/2240.png,up,25,588
up/2241.png,up,25,589
up/2242.png,up,25,590
up/2243.png,up,25,591
up/2244.png,up,25,592
up/2245.png,up,25,593
right/2247.png,right,25,595
right/2282.png,right,26,630
down/2289.png,down,26,637
down/2290.png,down,26,638
down/2292.png,down,26,640
down/2293.png,down,26,641
down/2295.png,down,26,643
down/2296.png,down,26,644
down/2298.png,down,26,646
right/2329.png,right,26,677
up/2332.png,up,26,680
up/2333.png,up,26,681
up/2334.png,up,26,682
up/2335.png,up,26,683
up/2336.png,up,26,684
up/2337.png,up,26,685
up/2338.png,up,26,686
up/2339.png,up,26,687
up/2340.png,up,26,688
up/2341.png,up,26,689
up/2342.png,up,26,690
up/2343.png,up,26,691
right/2376.png,right,27,724
up/2381.png,up,27,729
up/2382.png,up,27,730
up/2383.png,up,27,731
up/2384.png,up,27,732
up/2385.png,up,27,733
up/2386.png,up,27,734
up/2387.png,up,27,735
right/2422.png,right,27,770
up/2426.png,up,27,774
up/2427.png,up,27,775
up/2428.png,up,27,776
up/2429.png,up,27,777
up/2430.png,up,27,778
up/2431.png,up,27,779
down/2439.png,down,27,787
down/2441.png,down,27,789
down/2442.png,down,27,790
right/2444.png,right,27,792
up/2469.png,up,28,817
up/2470.png,up,28,818
up/2471.png,up,28,819
up/2472.png,up,28,820
up/2473.png,up,28,821
up/2474.png,up,28,822
up/2475.png,up,28,823
up/2476.png,up,28,824
up/2477.png,up,28,825
up/2478.png,up,28,826
up/2479.png,up,28,827
down/2482.png,down,28,830
down/2483.png,down,28,831
down/2485.png,down,28,833
down/2486.png,down,28,834
right/2487.png,right,28,835
up/2512.png,up,28,860
up/2513.png,up,28,861
up/2514.png,up,28,862
up/2515.png,up,28,863
up/2516.png,up,28,864
up/2517.png,up,28,865
up/2518.png,up,28,866
up/2519.png,up,28,867
up/2520.png,up,28,868
up/2521.png,up,28,869
up/2522.png,up,28,870
up/2523.png,up,28,871
down/2526.png,down,28,874
down/2527.png,down,28,875
down/2529.png,down,28,877
up/2555.png,up,29,903
up/2556.png,up,29,904
up/2557.png,up,29,905
up/2558.png,up,29,906
up/2559.png,up,29,907
up/2560.png,up,29,908
up/2561.png,up,29,909
up/2562.png,up,29,910
up/2563.png,up,29,911
right/2564.png,right,29,912
down/2567.png,down,29,915
down/2569.png,down,29,917
down/2570.png,down,29,918
up/2591.png,up,29,939
up/2592.png,up,29,940
up/2593.png,up,29,941
up/2594.png,up,29,942
up/2595.png,up,29,943
up/2596.png,up,29,944
up/2597.png,up,29,945
up/2598.png,up,29,946
up/2599.png,up,29,947
up/2600.png,up,29,948
right/2612.png,right,29,960
up/2632.png,up,29,980
up/2635.png,up,29,983
up/2636.png,up,29,984
up/2637.png,up,29,985
up/2638.png,up,29,986
right/2648.png,right,29,996
up/2675.png,up,30,1023
up/2676.png,up,30,1024
up/2677.png,up,30,1025
up/2678.png,up,30,1026
up/2679.png,up,30,1027
up/2680.png,up,30,1028
up/2681.png,up,30,1029
up/2682.png,up,30,1030
up/2683.png,up,30,1031
up/2684.png,up,30,1032
right/2694.png,right,30,1042
up/2719.png,up,30,1067
up/2720.png,up,30,1068
up/2721.png,up,30,1069
up/2722.png,up,30,1070
up/2723.png,up,30,1071
up/2724.png,up,30,1072
up/2725.png,up,30,1073
up/2726.png,up,30,1074
up/2727.png,up,30,1075
up/2728.png,up,30,1076
up/2729.png,up,30,1077
up/2730.png,up,30,1078
down/2732.png,down,30,1080
down/2733.png,down,30,1081
down/2735.png,down,30,1083
down/2736.png,down,30,1084
right/2742.png,right,30,1090
down/2765.png,down,31,1113
down/2766.png,down,31,1114
down/2768.png,down,31,1116
down/2769.png,down,31,1117
down/2771.png,down,31,1119
down/2772.png,down,31,1120
up/2801.png,up,31,1149
up/2802.png,up,31,1150
up/2803.png,up,31,1151
up/2804.png,up,31,1152
up/2805.png,up,31,1153
up/2806.png,up,31,1154
up/2807.png,up,31,1155
up/2808.png,up,31,1156
up/2809.png,up,31,1157
up/2810.png,up,31,1158
right/2833.png,right,31,1181
